CMDLINE /home/mark/projects/stanford-cs336/assignment1-basics/.venv/bin/python3 save_vocab.py
MEM 601.273438 1784477457.2934
MEM 601.960938 1784477457.3938
MEM 602.273438 1784477457.4941
MEM 603.273438 1784477457.5944
MEM 603.625000 1784477457.6947
MEM 604.039062 1784477457.7950
MEM 604.570312 1784477457.8953
MEM 605.195312 1784477457.9956
MEM 605.757812 1784477458.0959
MEM 606.039062 1784477458.1962
MEM 606.460938 1784477458.2966
MEM 606.777344 1784477458.3969
MEM 607.503906 1784477458.4973
MEM 607.722656 1784477458.5976
MEM 607.949219 1784477458.6979
MEM 608.285156 1784477458.7982
MEM 608.753906 1784477458.8985
MEM 609.882812 1784477458.9990
MEM 610.125000 1784477459.0993
MEM 610.437500 1784477459.1997
MEM 610.828125 1784477459.3000
MEM 611.148438 1784477459.4003
MEM 611.566406 1784477459.5006
MEM 611.941406 1784477459.6009
MEM 612.410156 1784477459.7012
MEM 612.714844 1784477459.8015
MEM 613.214844 1784477459.9018
MEM 613.246094 1784477460.0021
MEM 613.816406 1784477460.1024
MEM 614.011719 1784477460.2027
MEM 614.671875 1784477460.3030
MEM 614.984375 1784477460.4032
MEM 615.617188 1784477460.5035
MEM 615.996094 1784477460.6038
MEM 616.519531 1784477460.7041
MEM 617.050781 1784477460.8043
MEM 617.488281 1784477460.9046
MEM 617.957031 1784477461.0049
MEM 618.863281 1784477461.1052
MEM 619.269531 1784477461.2055
MEM 619.593750 1784477461.3058
MEM 620.140625 1784477461.4061
MEM 620.703125 1784477461.5064
MEM 621.203125 1784477461.6067
MEM 621.570312 1784477461.7070
MEM 622.226562 1784477461.8073
MEM 622.570312 1784477461.9077
MEM 623.132812 1784477462.0079
MEM 623.164062 1784477462.1083
MEM 623.289062 1784477462.2085
MEM 623.589844 1784477462.3088
MEM 624.015625 1784477462.4097
MEM 624.421875 1784477462.5100
MEM 624.867188 1784477462.6103
MEM 625.437500 1784477462.7106
MEM 625.984375 1784477462.8109
MEM 626.335938 1784477462.9112
MEM 626.828125 1784477463.0116
MEM 627.285156 1784477463.1119
MEM 627.839844 1784477463.2122
MEM 628.261719 1784477463.3125
MEM 628.503906 1784477463.4128
MEM 629.019531 1784477463.5131
MEM 629.320312 1784477463.6134
MEM 629.757812 1784477463.7137
MEM 630.218750 1784477463.8139
MEM 630.812500 1784477463.9142
MEM 631.175781 1784477464.0145
MEM 631.648438 1784477464.1148
MEM 632.429688 1784477464.2151
MEM 632.746094 1784477464.3154
MEM 633.097656 1784477464.4157
MEM 633.839844 1784477464.5160
MEM 634.382812 1784477464.6163
MEM 634.640625 1784477464.7166
MEM 635.164062 1784477464.8169
MEM 635.632812 1784477464.9172
MEM 635.941406 1784477465.0175
MEM 636.253906 1784477465.1177
MEM 636.570312 1784477465.2180
MEM 637.046875 1784477465.3183
MEM 637.261719 1784477465.4187
MEM 637.851562 1784477465.5191
MEM 638.332031 1784477465.6194
MEM 638.468750 1784477465.7196
MEM 638.988281 1784477465.8200
MEM 639.488281 1784477465.9203
MEM 639.699219 1784477466.0206
MEM 640.027344 1784477466.1208
MEM 640.496094 1784477466.2212
MEM 641.011719 1784477466.3214
MEM 641.792969 1784477466.4217
MEM 642.000000 1784477466.5220
MEM 642.644531 1784477466.6223
MEM 643.117188 1784477466.7226
MEM 643.589844 1784477466.8229
MEM 644.183594 1784477466.9232
MEM 644.476562 1784477467.0235
MEM 644.984375 1784477467.1238
MEM 645.488281 1784477467.2241
MEM 645.980469 1784477467.3243
MEM 646.539062 1784477467.4247
MEM 646.812500 1784477467.5251
MEM 646.992188 1784477467.6254
MEM 647.386719 1784477467.7257
MEM 647.855469 1784477467.8260
MEM 648.386719 1784477467.9263
MEM 648.792969 1784477468.0266
MEM 649.136719 1784477468.1270
MEM 649.578125 1784477468.2273
MEM 650.054688 1784477468.3276
MEM 650.359375 1784477468.4280
MEM 651.265625 1784477468.5283
MEM 651.605469 1784477468.6286
MEM 651.867188 1784477468.7288
MEM 652.300781 1784477468.8291
MEM 652.820312 1784477468.9294
MEM 653.382812 1784477469.0297
MEM 653.652344 1784477469.1300
MEM 654.187500 1784477469.2303
MEM 654.628906 1784477469.3306
MEM 654.960938 1784477469.4309
MEM 655.605469 1784477469.5312
MEM 656.011719 1784477469.6315
MEM 656.347656 1784477469.7317
MEM 656.832031 1784477469.8320
MEM 657.230469 1784477469.9323
MEM 657.703125 1784477470.0326
MEM 658.070312 1784477470.1329
MEM 658.511719 1784477470.2332
MEM 658.992188 1784477470.3335
MEM 659.535156 1784477470.4338
MEM 660.000000 1784477470.5340
MEM 660.386719 1784477470.6343
MEM 660.824219 1784477470.7346
MEM 661.207031 1784477470.8349
MEM 661.472656 1784477470.9352
MEM 661.691406 1784477471.0355
MEM 662.167969 1784477471.1358
MEM 664.046875 1784477471.2361
MEM 664.046875 1784477471.3364
MEM 665.449219 1784477471.4367
MEM 665.453125 1784477471.5370
MEM 665.796875 1784477471.6373
MEM 666.144531 1784477471.7376
MEM 666.621094 1784477471.8379
MEM 667.171875 1784477471.9382
MEM 667.742188 1784477472.0385
MEM 668.230469 1784477472.1388
MEM 668.804688 1784477472.2392
MEM 669.253906 1784477472.3395
MEM 669.777344 1784477472.4398
MEM 670.140625 1784477472.5401
MEM 670.644531 1784477472.6406
MEM 670.917969 1784477472.7410
MEM 671.398438 1784477472.8412
MEM 671.703125 1784477472.9417
MEM 672.226562 1784477473.0421
MEM 672.820312 1784477473.1424
MEM 673.031250 1784477473.2427
MEM 673.488281 1784477473.3430
MEM 673.832031 1784477473.4434
MEM 674.023438 1784477473.5438
MEM 674.398438 1784477473.6442
MEM 674.843750 1784477473.7446
MEM 675.281250 1784477473.8449
MEM 675.726562 1784477473.9452
MEM 676.246094 1784477474.0455
MEM 676.726562 1784477474.1459
MEM 677.136719 1784477474.2462
MEM 677.531250 1784477474.3465
MEM 677.785156 1784477474.4468
MEM 678.226562 1784477474.5472
MEM 678.761719 1784477474.6475
MEM 679.191406 1784477474.7478
MEM 679.703125 1784477474.8481
MEM 680.281250 1784477474.9484
MEM 680.449219 1784477475.0487
MEM 680.945312 1784477475.1490
MEM 681.378906 1784477475.2493
MEM 681.917969 1784477475.3496
MEM 682.367188 1784477475.4499
MEM 682.828125 1784477475.5502
MEM 683.281250 1784477475.6505
MEM 683.679688 1784477475.7508
MEM 684.101562 1784477475.8511
MEM 684.511719 1784477475.9514
MEM 684.996094 1784477476.0517
MEM 685.585938 1784477476.1519
MEM 685.945312 1784477476.2522
MEM 686.296875 1784477476.3526
MEM 686.878906 1784477476.4528
MEM 687.285156 1784477476.5531
MEM 687.750000 1784477476.6534
MEM 688.183594 1784477476.7538
MEM 688.691406 1784477476.8541
MEM 689.101562 1784477476.9543
MEM 689.613281 1784477477.0547
MEM 690.179688 1784477477.1549
MEM 690.566406 1784477477.2553
MEM 691.062500 1784477477.3556
MEM 691.390625 1784477477.4560
MEM 691.761719 1784477477.5563
MEM 692.265625 1784477477.6566
MEM 692.660156 1784477477.7577
MEM 693.085938 1784477477.8580
MEM 693.433594 1784477477.9583
MEM 693.902344 1784477478.0586
MEM 694.296875 1784477478.1589
MEM 694.597656 1784477478.2592
MEM 695.101562 1784477478.3595
MEM 695.628906 1784477478.4598
MEM 695.957031 1784477478.5601
MEM 696.460938 1784477478.6604
MEM 696.871094 1784477478.7607
MEM 697.144531 1784477478.8610
MEM 697.542969 1784477478.9614
MEM 698.007812 1784477479.0618
MEM 698.617188 1784477479.1621
MEM 698.906250 1784477479.2624
MEM 699.250000 1784477479.3627
MEM 699.652344 1784477479.4630
MEM 699.996094 1784477479.5633
MEM 700.382812 1784477479.6636
MEM 700.851562 1784477479.7639
MEM 701.210938 1784477479.8643
MEM 701.562500 1784477479.9646
MEM 702.027344 1784477480.0649
MEM 702.554688 1784477480.1652
MEM 703.507812 1784477480.2655
MEM 703.515625 1784477480.3658
MEM 703.746094 1784477480.4661
MEM 704.136719 1784477480.5665
MEM 704.531250 1784477480.6667
MEM 705.019531 1784477480.7670
MEM 705.441406 1784477480.8673
MEM 705.785156 1784477480.9676
MEM 706.136719 1784477481.0679
MEM 706.421875 1784477481.1682
MEM 707.207031 1784477481.2686
MEM 707.210938 1784477481.3689
MEM 707.609375 1784477481.4692
MEM 712.656250 1784477481.5694
MEM 712.664062 1784477481.6698
MEM 712.671875 1784477481.7701
